,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,Video publish time,duration_converted,duration_converted_t,Avg_duration_sec,Engagement_ratio,view/subs_count
24,jkngyZjRETs,Hitesh Choudhary,Appwrite crash course | Open Source Backend as a Service | Reactjs,"Appwrite is an end-to-end Backend-as-a-Service (Baas) platform for web, mobile, and Flutter developers. Appwrite abstracts the complexity and repetitiveness required to build a modern backend API from scratch and allows developers to build secure applications faster and easily integrate their applications with user authentication & multiple sign-in methods. It includes a database for storing and querying users and team data, storage and file management, image manipulation, Cloud Functions and more. For more information, please visit 
https://appwrite.io/

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['javascript', 'appwrite', 'reactjs', 'backend', 'baas', 'open source', 'learn appwrite']",2022-07-11T11:34:36Z,8933,330,,38,PT1H11M24S,hd,False,2022-07-11,2022-09-12 01:11:24,01:11:24,4284,0.04119556699876861,0.013828173374613003
25,hduwjJ043Mg,Hitesh Choudhary,Save your code snippets in this open source tool,,,2022-07-11T10:59:46Z,9790,1099,,9,PT51S,hd,False,2022-07-11,2022-09-12 00:00:51,00:00:51,51,0.11317671092951992,0.015154798761609908
26,eEirQbMZEWI,Hitesh Choudhary,Full Stack Java Script Web Developer | induction class,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-07-10T09:01:29Z,34849,1304,,57,PT4H19M47S,hd,False,2022-07-10,2022-09-12 04:19:47,04:19:47,15587,0.039054205285660996,0.053945820433436535
27,pOqT7yczlj4,Hitesh Choudhary,How to install and setup Appwrite locally,"https://appwrite.io/

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'javascript', 'appwrite', 'firebase', 'open source']",2022-07-09T15:25:53Z,3989,189,,13,PT7M38S,hd,False,2022-07-09,2022-09-12 00:07:38,00:07:38,458,0.05063925795938832,0.006174922600619195
28,s1WQ0eEpqqg,Hitesh Choudhary,How to install Mongodb 5 | latest MAC installation,"After brew installation, here are commands:
xcode-select --install
brew tap mongodb/brew
brew install mongodb-community@5.0
brew services start mongodb-community@5.0
brew services stop mongodb-community@5.0
mongod --config /opt/homebrew/etc/mongod.conf --fork
mongosh


Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['databases', 'installation', 'mongodb installation', 'learn mongodb', 'machine learning', 'ai', 'atlas']",2022-07-09T12:48:08Z,7334,214,,52,PT9M17S,hd,False,2022-07-09,2022-09-12 00:09:17,00:09:17,557,0.03626943005181347,0.011352941176470588
29,FSNE3gZaTIw,Hitesh Choudhary,Join me up in Full stack javascript Job guarantee bootcamp,"It's now or never. Join the full stack javascript Job guarantee bootcamp. Pro quality videos + weekend live classes to guide you and give you challenges that makes you a real developer. Goal is to make you a pro developer. Me with my amazing team is all set and ready, are you ?
Join this bootcamp and use code HITESH10 for additional 10% off, 
http://hc.lco.dev/jscamp

Direct call to our Team incase of any queries 

8788503778
6260726925
9538303385
8660034247
9880055539

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'LearnCodeOnline', 'python', 'javascript']",2022-07-08T10:35:28Z,8865,383,,49,PT42S,hd,False,2022-07-08,2022-09-12 00:00:42,00:00:42,42,0.048730964467005075,0.013722910216718266
30,5aTjC_f0PM0,Hitesh Choudhary,iNeuron and NativeBase present Hackathon 4.0 | 24 hour Live,"Welcome to iNeuron Hackathon 4.0 with our official partner NativeBase.
This is a 24 hour event where we will put the BEST to the TEST.",,2022-07-02T07:15:30Z,7197,207,,4,PT22M13S,hd,False,2022-07-02,2022-09-12 00:22:13,00:22:13,1333,0.029317771293594554,0.011140866873065015
31,4MISIBOEXks,Hitesh Choudhary,Udemy course announcement,,,2022-07-01T09:51:40Z,16218,890,,31,PT42S,hd,False,2022-07-01,2022-09-12 00:00:42,00:00:42,42,0.05678875323714391,0.025105263157894738
32,RDZeIFSdNdQ,Hitesh Choudhary,An Experiment,"This video is just an experiment and a glimpse of upcoming editing style. and yes, I am still editing my own videos. 😁

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'system design', 'machine learning']",2022-07-01T04:51:54Z,7444,607,,65,PT34S,hd,False,2022-07-01,2022-09-12 00:00:34,00:00:34,34,0.09027404621171413,0.011523219814241486
33,LOjU3jWiXtI,Hitesh Choudhary,CoderCommunity.io | building biggest coder community,"Welcome to https://codercommunity.io , a platform to for the coders, by the coders. Trying to build biggest community for coders. A place where you can ask any question, regardless, where you are learning from.
Just be kind to other developers as they are in learning phase, just like me and let's help each other to learn.
All of this is powered by our new startup, https://www.pensil.in/ 

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'coding community', 'machine learning', 'ai', 'deep learning', 'react native', 'iOS', 'Android', 'developers']",2022-06-29T10:39:48Z,8936,675,,97,PT7M,hd,False,2022-06-29,2022-09-12 00:07:00,00:07:00,420,0.0863921217547001,0.013832817337461301
34,OeVE-8CIzys,Hitesh Choudhary,How conversion works in javascript | 3 conversion algo,"In case you are interested in getting a full stack live course (live + pro recorded videos) here is the link, use code HITESH10 for additional 10% off
https://courses.ineuron.ai/Full-Stack-Javascript-Web-Developer


Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['javascript', 'learn js', 'react', 'nodejs', 'machine learning', 'ai']",2022-06-28T14:30:13Z,4563,242,,41,PT15M10S,hd,False,2022-06-28,2022-09-12 00:15:10,00:15:10,910,0.06202060048213894,0.007063467492260062
35,GrF_CJRCDsk,Hitesh Choudhary,Inviting all Javascript developers | NativeBase Hackathon,"Registration form to register for 
https://nativebase.io/hackathon

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'javascript', 'react', 'nativebase', 'react native', 'geekyants']",2022-06-27T17:35:16Z,6900,433,,49,PT3M24S,hd,False,2022-06-27,2022-09-12 00:03:24,00:03:24,204,0.06985507246376811,0.010681114551083592
36,ZdfPSolb1fs,Hitesh Choudhary,Javascript Marathon | Conversion Confusion,"Welcome to another episode of javascript marathon.
https://courses.ineuron.ai/JavaScript-Marathon",,2022-06-27T15:33:24Z,7270,593,,50,PT55M20S,hd,False,2022-06-27,2022-09-12 00:55:20,00:55:20,3320,0.08844566712517193,0.011253869969040247
37,PFrOxB5NyJw,Hitesh Choudhary,Javascript Marathon | Symbols and Global Objects,"Welcome to another episode of Javascript marathon. We are going all indepth of Javascript with this marathon. Goal of this series is to make you pro in JS. In this video, we will learn about booleans, Symbols and Global objects in Javascript. 
In case you are looking for Paid Job guarantee course:
https://courses.ineuron.ai/Full-Stack-Javascript-Web-Developer
use Code: HITESH10 for additional 10% off.","['javascript', 'learn js', 'symbols in JS', 'react', 'machine learning']",2022-06-21T15:20:50Z,9831,528,,26,PT46M29S,hd,False,2022-06-21,2022-09-12 00:46:29,00:46:29,2789,0.0563523547960533,0.01521826625386997
38,Yz1CsZVS6FQ,Hitesh Choudhary,Javascript Marathon | Strings and Regex,"Welcome to another Day for Javascript Marathon.
Where I am teaching javascript in depth, Live on youtube.
Spend daily 1 hour with me and be a master in javascript. 
You will be able to crack interviews too. 

For last classses and code files:
https://courses.ineuron.ai/JavaScript-Marathon",,2022-06-20T15:23:41Z,11537,730,,24,PT47M35S,hd,False,2022-06-20,2022-09-12 00:47:35,00:47:35,2855,0.06535494495969489,0.017859133126934986
39,c_x9izckxBk,Hitesh Choudhary,Hackathon by iNeuron | Official Partner JetBrains | Technology Partner Touchlab,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-19T10:38:39Z,6491,225,,6,PT34M17S,hd,False,2022-06-19,2022-09-12 00:34:17,00:34:17,2057,0.03558773686643044,0.01004798761609907
40,rj0L3XBo8Jg,Hitesh Choudhary,That’s one great memory 😁,,,2022-06-18T17:44:17Z,21234,726,,20,PT19S,hd,False,2022-06-18,2022-09-12 00:00:19,00:00:19,19,0.03513233493453895,0.03286996904024768
41,KaND-BQ62II,Hitesh Choudhary,Live hackathon with jetbrains,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-18T07:25:14Z,5528,119,,1,PT25M27S,hd,False,2022-06-18,2022-09-12 00:25:27,00:25:27,1527,0.02170767004341534,0.008557275541795665
42,4TETGIyvfS4,Hitesh Choudhary,Hackathon with jetbrains,"Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).",,2022-06-18T05:40:11Z,7161,231,,10,PT7M52S,hd,False,2022-06-18,2022-09-12 00:07:52,00:07:52,472,0.03365451752548527,0.011085139318885448
43,g-0k8syANzI,Hitesh Choudhary,Javascript Marathon | Mystery of numbers,"Welcome to another Live for javascript Marathon. In today's live we will learn about numbers and will understand why javascript behaves differently with numbers. 

Also, there is a job guarantee JS bootcamp coming up:
https://bit.ly/38vmTZs
use code HITESH10 to get additional 10% off, if you are interested to grind and master JS and it's frameworks.",,2022-06-17T15:19:31Z,15021,890,,43,PT45M47S,hd,False,2022-06-17,2022-09-12 00:45:47,00:45:47,2747,0.06211304174156181,0.02325232198142415
44,5munbjM0WEU,Hitesh Choudhary,Campus Tech Leader | 10K INR stipend,"Join in for campus leader program:
https://forms.gle/4RmA13E1537FHpVQ6
To join my full stack javascript job guarantee bootcamp:
http://hc.lco.dev/jscamp

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'campus leader', 'iNeuron', 'jobs', 'reactjs', 'machine learning', 'ai']",2022-06-17T12:45:00Z,8159,621,,34,PT5M11S,hd,False,2022-06-17,2022-09-12 00:05:11,00:05:11,311,0.0802794460105405,0.012630030959752321
45,-1rEsrEau7I,Hitesh Choudhary,Javascript Marathon - Day 1 | Introduction and lexical structure,"Get started with Javascript marathon.
This is a live session on youtube. If you join in late, that's on you. Please try to join in and watch the teaching part first. Once the class is over, I will have a doubt session to answer your doubts.
Please avoid quesitons like, Will you teach XYZ, or compare flutter vs React Native. 
All exercise files, code files and upcoming quizes are available at:
https://courses.ineuron.ai/JavaScript-Marathon","['javascript marathon', 'javascript', 'learn data structures in javascript']",2022-06-16T15:40:26Z,52117,3256,,106,PT1H5M4S,hd,False,2022-06-16,2022-09-12 01:05:04,01:05:04,3904,0.06450870157530172,0.0806764705882353
46,_gg5_gFP0gQ,Hitesh Choudhary,Javascript marathon | Live classes on youtube,"For course assets such as code files and study material, please join here for free:
https://courses.ineuron.ai/JavaScript-Marathon

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'LearnCodeOnline', 'javascript', 'javascript projects', 'full stack development']",2022-06-15T12:53:45Z,16990,1234,,90,PT4M14S,hd,False,2022-06-15,2022-09-12 00:04:14,00:04:14,254,0.07792819305473808,0.02630030959752322
47,F-mzvrYOtP4,Hitesh Choudhary,Jetbrains Hackathon is here | Cash prizes,"We have added some more prizes from iNeuron side.
200,000 INR for 1st
100,000 INR for 2nd
50,000 for 3rd

Signup here:
https://docs.google.com/forms/d/1JY7tIcD8cX4GKjVbUvlyj5-lR6Lgw9IJZgS1w1q3ybI/edit?ts=62a0b755

Link to my programming Video Library:
https://courses.LearnCodeOnline.in/learn

Pick best UI color for your projects:
https://UIColorPicker.com

Desktop: https://amzn.to/2GZ0C46
Laptop that I use: https://amzn.to/2Goui9Q
Wallpaper: https://imgur.com/a/FYHfk

Facebook: https://www.facebook.com/HiteshChoudharyPage
Instagram: https://instagram.com/hiteshchoudharyofficial
homepage: http://www.hiteshChoudhary.com
Download LearnCodeOnline.in  app from Google play store and Apple App store
https://play.google.com/store/apps/details?id=in.learncodeonline.lco

Disclaimer:
It doesn't feel good to have a disclaimer in every video but this is how the world is right now. 
All videos are for educational purpose and use them wisely. Any video may have a slight mistake, please take decisions based on your research. This video is not forcing anything on you.

All Amazon links are affiliate links (If any).","['Programming', 'python', 'javascript', 'jetbrains', 'kotlin', 'kotlin mobile']",2022-06-14T11:37:22Z,7212,396,,52,PT4M8S,hd,False,2022-06-14,2022-09-12 00:04:08,00:04:08,248,0.06211869107043816,0.011164086687306502
48,b595GUmBOQ4,Hitesh Choudhary,That’s how we roll at Hackathon @iNeuron Intelligence,,,2022-06-14T10:36:32Z,6584,194,,11,PT42S,hd,False,2022-06-14,2022-09-12 00:00:42,00:00:42,42,0.031136087484811666,0.010191950464396285
49,jwABH7Eoa-Y,Hitesh Choudhary,Cross-platform mobile development with Kotlin,"Announcing Hackathon with Jetbrains:
https://docs.google.com/forms/d/1JY7tIcD8cX4GKjVbUvlyj5-lR6Lgw9IJZgS1w1q3ybI/edit?ts=62a0b755

Below are some handy links to get you started on your Kotlin Journey

Get started with Kotlin - https://kotlinlang.org/docs/getting-started.html

Get Started with Kotlin Multiplatform Mobile - https://kotlinlang.org/docs/multiplatform-mobile-getting-started.html

See how mobile teams all over the world are using Kotlin to simplify their development efforts -  https://kotlinlang.org/lp/mobile/case-studies/",,2022-06-13T14:37:16Z,7720,376,,7,PT50M22S,hd,False,2022-06-13,2022-09-12 00:50:22,00:50:22,3022,0.04961139896373057,0.01195046439628483
